Movie Name,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Christmas in Connecticut (1945),Released,English,1h 42m,-,-,Barbara Stanwyck,Dennis Morgan,Sydney Greenstreet,Reginald Gardiner,S.Z. Sakall,Robert Shayne,Full Cast & Crew
The Perfume of Yvonne (1994),Released,French,1h 26m,-,-,Jean-Pierre Marielle,Sandra Majani,Richard Bohringer,Paul Guers,Hippolyte Girardot,Corinne Marchand,Full Cast & Crew
Top Hat (1935),Released,English,1h 41m,"$609,000.00","$3,202,000.00",Fred Astaire,Ginger Rogers,Edward Everett Horton,Erik Rhodes,Eric Blore,Helen Broderick,Full Cast & Crew
Ali Baba and The Forty Thieves (1944),Released,English,1h 27m,-,-,Maria Montez,Jon Hall,Turhan Bey,Andy Devine,Kurt Katch,Frank Puglia,Full Cast & Crew
La mitad del mundo (2011),Released,Spanish,1h 32m,-,-,Luisa Huertas,Hansel RamÌ_rez,Susana Salazar,Ignacio Guadalupe,Paulina GaitaíÅn,Fernando Becerril,Full Cast & Crew
Maneater (2007),Released,English,-,-,-,Gary Busey,Ian D. Clark,Ty Wood,Diana Reis,Full Cast & Crew,,
Victor and the Secret of Crocodile Mansion (2012),Released,German,1h 23m,-,-,Kristo Ferkic,Joanna Ferkic,Vijessna Ferkic,Uwe Friedrichsen,Christian Furrer,Christoph Maria Herbst,Full Cast & Crew
Detention (2003),Released,English,1h 38m,"$5,000,000.00",-,Dolph Lundgren,Alex Karzis,Kata DobÌ_,Corey Sevier,Dov Tiefenbach,K. C. Collins,Full Cast & Crew
Ang Pinakamahabang Baba Sa Balat Ng Lupa (1997),Released,English,-,-,-,Babalu,Sunshine Cruz,Bonel Balingit,Noel 'Ungga' Ayala,Paquito Diaz,Max Alvarado,Full Cast & Crew
Deep Red (1975),Released,Italian,2h 6m,-,-,David Hemmings,Daria Nicolodi,Gabriele Lavia,Macha MÌ©ril,Eros Pagni,Giuliana Calandra,Full Cast & Crew
The Crush (1993),Released,English,1h 29m,"$6,000,000.00","$13,609,396.00",Cary Elwes,Alicia Silverstone,Jennifer Rubin,Kurtwood Smith,Amber Benson,Gwynyth Walsh,Full Cast & Crew
Giacomo Casanova: Childhood and Adolescence (1969),Released,Italian,2h 3m,-,-,Leonard Whiting,Senta Berger,Maria Grazia Buccella,Lionel Stander,Raoul Grassilli,Wilfrid Brambell,Full Cast & Crew
Death of a Superhero (2011),Released,English,1h 37m,$3.00,-,Andy Serkis,Thomas Brodie-Sangster,Michael McElhatton,Sharon Horgan,Aisling Loftus,Full Cast & Crew,
Gardens of Stone (1987),Released,English,1h 51m,-,"$5,262,047.00",James Caan,Anjelica Huston,James Earl Jones,D. B. Sweeney,Dean Stockwell,Mary Stuart Masterson,Full Cast & Crew
The Song Remains the Same (1976),Released,English,2h 17m,-,-,Robert Plant,Jimmy Page,John Bonham,John Paul Jones,Led Zeppelin,Peter Grant,Full Cast & Crew
Batman Unmasked: The Psychology of the Dark Knight (2008),Released,English,0h 45m,-,-,Robert Clotworthy,Dan Didio,Len Wein,Christopher Nolan,Christian Bale,Paul Levitz,Full Cast & Crew
Dick (1999),Released,English,1h 34m,"$13,000,000.00","$27,500,000.00",Kirsten Dunst,Michelle Williams,Will Ferrell,Dan Hedaya,Bruce McCulloch,Teri Garr,Full Cast & Crew
Empire (2002),Released,English,1h 30m,"$4,000,000.00","$18,591,272.00",John Leguizamo,Peter Sarsgaard,Denise Richards,Vincent Laresca,Isabella Rossellini,Delilah Cotto,Full Cast & Crew
The Concert (2009),Released,French,1h 59m,-,-,Lionel Abelanski,MÌ©lanie Laurent,Dmitri Nazarov,FranÌ_ois BerlÌ©and,Miou-Miou,Valeriy Barinov,Full Cast & Crew
Jesse Stone: Thin Ice (2009),Released,English,1h 28m,-,-,Tom Selleck,Kathy Baker,Kohl Sudduth,Leslie Hope,Stephen McHattie,William Sadler,Full Cast & Crew
Jack Hunter: The Star Of Heaven (2009),Released,English,1h 34m,-,-,Ivan Sergei,Joanne Kelly,Thure Riefenstein,Mario Naim Bassil,Susan Ward,Mert Yavuzcan,Full Cast & Crew
Mr. Blandings Builds His Dream House (1948),Released,English,1h 34m,-,-,Cary Grant,Myrna Loy,Melvyn Douglas,Reginald Denny,Sharyn Moffett,Connie Marshall,Full Cast & Crew
"KOTATSU,ORANGE, AND MEOW! (2013)",Released,English,1h 0m,-,-,Noriko Kijima,Yui Minami,Ran Sakai,Full Cast & Crew,,,
Delta Farce (2007),Released,English,1h 30m,$12.00,-,Larry the Cable Guy,Bill Engvall,DJ Qualls,Christina Moore,Danny Trejo,Keith David,Full Cast & Crew
Invisible Target (2007),Released,English,2h 9m,-,-,Nicholas Tse,Shawn Yue,Jaycee Chan,Wu Jing,Andy On,Elanne Kong,Full Cast & Crew
The Mobfathers (2016),Released,Cantonese,1h 34m,-,-,Chapman To,Gregory Wong,Philip Keung,Anthony Wong,Bonnie Xian,Danny Summer,Full Cast & Crew
"Belphegor, Phantom of the Louvre (2001)",Released,English,1h 37m,-,-,Sophie Marceau,Michel Serrault,FrÌ©dÌ©ric Diefenthal,Julie Christie,Full Cast & Crew,,
The Forbidden Dimensions (2013),Released,English,1h 26m,-,-,Brittany O'Neil,Kyle Morris,Al Ridenour,Carl Crew,Christopher James Miller,Full Cast & Crew,
Transformers Prime Beast Hunters: Predacons Rising (2013),Released,English,1h 6m,-,-,Peter Cullen,Frank Welker,Steve Blum,Jeffrey Combs,Will Friedle,James Horan,Full Cast & Crew
Friday (2016),Released,English,0h 3m,-,-,Login to Edit Cast & Crew,,,,,,
Henry Poole Is Here (2008),Released,English,1h 39m,-,"$1,829,917.00",Luke Wilson,George Lopez,Radha Mitchell,Morgan Lily,Adriana Barraza,Cheryl Hines,Full Cast & Crew
Picture Perfect (1997),Released,English,1h 45m,"$19,000,000.00","$44,332,015.00",Jennifer Aniston,Jay Mohr,Kevin Bacon,Olympia Dukakis,Illeana Douglas,Kevin Dunn,Full Cast & Crew
Planet of the Vampires (1965),Released,Italian,1h 28m,-,-,Barry Sullivan,Norma Bengell,ÌÅngel Aranda,Evi Marandi,Stelio Candelli,Franco Andrei,Full Cast & Crew
Tales of Manhattan (1942),Released,English,1h 58m,-,-,Charles Boyer,Rita Hayworth,Ginger Rogers,Henry Fonda,Charles Laughton,Edward G. Robinson,Full Cast & Crew
The Rookie (1990),Released,English,2h 0m,-,-,Clint Eastwood,Charlie Sheen,RaÌ_l JuliÌÁ,Sonia Braga,Tom Skerritt,Lara Flynn Boyle,Full Cast & Crew
Legend Of Twin Dragons (2007),Released,English,1h 45m,-,-,Hu Ke,Sammy Hung,Nicholas Tse,Yuen Biao,Sammo Hung,Xu Xiang-Dong,Full Cast & Crew
The Living (2014),Released,English,1h 29m,"$500,000.00",-,Jocelin Donahue,Kenny Wormald,Chris Mulkey,Joelle Carter,Erin Cummings,NiCole Robinson,Full Cast & Crew
The Lifeguard (2013),Released,English,1h 38m,-,-,Kristen Bell,Mamie Gummer,Martin Starr,Joshua Harto,Alex Shaffer,Amy Madigan,Full Cast & Crew
American Beach House (2015),Released,English,1h 30m,-,-,Mischa Barton,Martin Belmana,Jena Sims,Brock Kelly,Christiane Kroll,Lorenzo Lamas,Full Cast & Crew
The Spoils of Babylon (2014),Released,English,2h 18m,-,-,Tobey Maguire,Kristen Wiig,Jessica Alba,Val Kilmer,Haley Joel Osment,Tim Robbins,Full Cast & Crew
Gone (2006),Released,English,1h 28m,-,-,Scott Mechlowicz,Amelia Warner,Shaun Evans,Yvonne Strahovski,Jessica Lemon,Victoria Thaine,Full Cast & Crew
China Moon (1994),Released,English,1h 39m,-,-,Ed Harris,Madeleine Stowe,Charles Dance,Patricia Healy,Benicio del Toro,Full Cast & Crew,
Madha Gaja Raja (2016),Post Production,Tamil,-,-,-,Vishal Krishna,Varalaxmi Sarathkumar,Anjali,Sonu Sood,Manivannan,Santhanam,Full Cast & Crew
Wondrous Boccaccio (2015),Released,Italian,2h 0m,-,-,Kasia Smutniak,Riccardo Scamarcio,Jasmine Trinca,Vittoria Puccini,Rosabell Laurenti Sellers,Kim Rossi Stuart,Full Cast & Crew
Class (1983),Released,English,1h 38m,-,-,Jacqueline Bisset,Rob Lowe,Andrew McCarthy,Cliff Robertson,Stuart Margolin,John Cusack,Full Cast & Crew
Motherland (2015),Released,Turkish,1h 33m,-,-,Esra Bezen Bilgin,Nihal KoldaÅÙ,Semih Aydin,Fatma K€±sa,Full Cast & Crew,,
Bad Boys For Life (2018),Planned,English,-,-,-,Will Smith,Martin Lawrence,Full Cast & Crew,,,,
Exotica (1994),Released,English,1h 43m,-,-,Bruce Greenwood,Elias Koteas,Don McKellar,David Hemblen,Calvin Green,Peter Krantz,Full Cast & Crew
Stage Fright (1950),Released,English,1h 50m,-,-,Marlene Dietrich,Jane Wyman,Michael Wilding,Richard Todd,Alastair Sim,Sybil Thorndike,Full Cast & Crew
Il Profumo del Tempo delle Favole (2016),Released,English,1h 5m,-,-,Giorgio Pressburger,Daniele Tenze,Antonio Cacace,Full Cast & Crew,,,
Burnt by the Sun 2: Citadel (2011),Released,Russian,2h 38m,-,-,Nikita Mikhalkov,Oleg Menshikov,Dmitriy Dyuzhev,Viktoriya Tolstoganova,Inna Churikova,Pavel Derevyanko,Full Cast & Crew
The Elevator: Three Minutes Can Change Your Life (2013),Released,English,1h 33m,-,-,James Parks,Caroline Goodall,Burt Young,Katie McGovern,Sara Lazzaro,Full Cast & Crew,
Jump In! (2007),Released,English,1h 25m,-,-,Corbin Bleu,Keke Palmer,David Reivers,Shanica Knowles,Laivan Greene,Kylee Russell,Full Cast & Crew
Sissi: The Fateful Years of an Empress (1957),Released,German,1h 49m,-,-,Romy Schneider,Karlheinz BÌ_hm,Magda Schneider,Gustav Knuth,Uta Franz,Walter Reyer,Full Cast & Crew
"Fire, Ice & Dynamite (1990)",Released,French,1h 46m,-,-,Roger Moore,Shari Belafonte,Simon Shepherd,Uwe Ochsenknecht,Siegfried Rauch,Ursula Karven,Full Cast & Crew
Kebab Connection (2004),Released,German,1h 36m,-,-,Emanuel Bettencourt,Denis Moschitto,Nora Tschirner,Hasan Ali Mete,Adnan Maral,GÌ_ven K€±raÌ_,Full Cast & Crew
Loving (2016),Released,English,2h 3m,-,-,Ruth Negga,Joel Edgerton,Michael Shannon,Marton Csokas,Sharon Blackwood,Nick Kroll,Full Cast & Crew
__ „___„Ä __„â „Å_µ___µ„Û_¡,Released,Russian,-,-,-,Login to Edit Cast & Crew,,,,,,
The Apocalypse,Released,English,-,-,-,Login to Edit Cast & Crew,,,,,,
Duelist (2005),Released,English,1h 51m,-,-,Ha Ji-won,Kang Dong-won,Ahn Sung-Ki,Song Young-Chang,Park Myung-Shin,Full Cast & Crew,
Berserk: The Golden Age Arc 3 - Descent (2013),Released,Japanese,1h 50m,-,-,Hiroaki Iwanaga,Toa Yukinari,Takahiro Sakurai,Takahiro Fujiwara,Minako Kotobuki,Rikiya Koyama,Full Cast & Crew
Venus Wars (1989),Released,Japanese,1h 42m,-,-,Katsuhida Uekusa,Eriko Hara,Hiroshi Kawaguchi,Kaneto Shiozawa,Konami Yoshida,Kyosuke Yanada,Full Cast & Crew
Committed (2000),Released,English,1h 38m,"$3,000,000.00",-,Heather Graham,Casey Affleck,Luke Wilson,Goran Visnjic,Patricia VelÌÁsquez,Alfonso ArÌÁu,Full Cast & Crew
Howling II: ... Your Sister Is a Werewolf (1985),Released,English,1h 31m,-,-,Christopher Lee,Annie McEnroe,Reb Brown,Marsha A. Hunt,Sybil Danning,Jimmy Nail,Full Cast & Crew
Burning Man (2011),Released,English,1h 51m,-,-,Matthew Goode,Bojana Novakovi€à,Essie Davis,Rachel Griffiths,Elizabeth Blackmore,Full Cast & Crew,
Hidden 3D (2011),Released,English,1h 36m,"$8,000,000.00",-,Sean Clement,Simonetta Solder,Jordan Hayes,Jason Blicker,Bjanka Murgel,Full Cast & Crew,
Seven Days in May (1964),Released,English,1h 58m,-,-,Burt Lancaster,Kirk Douglas,Fredric March,Ava Gardner,Edmond O'Brien,Martin Balsam,Full Cast & Crew
Ripley Under Ground (2005),Released,English,1h 41m,-,-,Barry Pepper,Willem Dafoe,Jacinda Barrett,Tom Wilkinson,Alan Cumming,Claire Forlani,Full Cast & Crew
Dead of Night (1974),Released,English,1h 28m,-,-,John Marley,Lynn Carlin,Richard Backus,Henderson Forsythe,Anya Ormsby,Jane Daly,Full Cast & Crew
My Teacher's Wife (1999),Released,English,1h 29m,-,-,Jason London,Tia Carrere,Alexondra Lee,Zak Orth,Leslie Lyles,Jeffrey Tambor,Full Cast & Crew
Two Bits (1995),Released,English,1h 25m,-,-,Jerry Barone,Al Pacino,Mary Elizabeth Mastrantonio,Joe Grifasi,Geoff Pierson,Full Cast & Crew,
The Student and Mister Henri (2015),Released,French,-,-,-,Claude Brasseur,Guillaume de TonquÌ©dec,FrÌ©dÌ©rique Bel,NoÌ©mie Schmidt,Full Cast & Crew,,
Heaven's Prisoners (1996),Released,English,2h 12m,"$25,000,000.00",-,Alec Baldwin,Kelly Lynch,Eric Roberts,Teri Hatcher,Mary Stuart Masterson,Vondie Curtis-Hall,Full Cast & Crew
I Know You Know (2009),Released,English,1h 21m,-,-,Robert Carlyle,Arron Fuller,David Bradley,Karl Johnson,Full Cast & Crew,,
The Last Day (2004),Released,French,1h 45m,-,-,MÌ©lanie Laurent,Gaspard Ulliel,Nicole Garcia,Bruno Todeschini,Thibault VinÌ_on,Daniel Berlioux,Full Cast & Crew
If There Be Thorns (2015),Released,English,-,-,-,Heather Graham,Jason Lewis,Rachael Carpani,Mason Cook,Emily Tennant,Jedidiah Goodacre,Full Cast & Crew
Death Train (1993),Released,English,1h 40m,-,-,Pierce Brosnan,Patrick Stewart,Alexandra Paul,Ted Levine,Christopher Lee,John Abineri,Full Cast & Crew
Herbie Rides Again (1974),Released,English,1h 28m,-,-,Helen Hayes,Ken Berry,Stefanie Powers,John McIntire,Keenan Wynn,Chuck McCann,Full Cast & Crew
Mostly Sunny (2012),Released,German,1h 40m,-,-,Max Riemelt,Anna Fischer,Jessica Schwarz,Elyas M‰ÛªBarek,Dieter Tappert,Johann von BÌ_low,Full Cast & Crew
The Girl from the Naked Eye (2012),Released,English,1h 20m,"$1,100,000.00",-,Jason Yee,Samantha Streets,Gary Stretch,Dominique Swain,Ron Yuan,Wilson Jermaine Heredia,Full Cast & Crew
The Play House (1921),Released,English,0h 22m,-,-,Buster Keaton,Edward F. Cline,Virginia Fox,Joe Murphy,Joe Roberts,Full Cast & Crew,
Snowden‰Ûªs Great Escape (2015),Released,English,0h 58m,-,-,Edward Snowden,Julian Assange,Full Cast & Crew,,,,
Spiritual Kung Fu (1978),Released,Cantonese,1h 34m,-,-,Jackie Chan,James Tien,Mo Man-Sau,Li Tong-Chun,Lee Kwan,Dean Shek,Full Cast & Crew
The Little Traitor (2009),Released,English,1h 28m,-,-,Alfred Molina,Ido Port,Zachi Noy,Anat Klausner,Full Cast & Crew,,
My Left Foot: The Story of Christy Brown (1989),Released,English,1h 43m,"$645,180.00","$14,743,391.00",Daniel Day-Lewis,Brenda Fricker,Alison Whelan,Declan Croghan,Eanna MacLiam,Marie Conmee,Full Cast & Crew
Seventh Moon (2008),Released,English,1h 27m,-,-,Dennis Chan,Tim Chiou,Amy Smart,Full Cast & Crew,,,
The Nine Lives of Fritz the Cat (1974),Released,English,1h 17m,-,-,Skip Hinnant,Reva Rose,Bob Holt,Robert Ridgely,Full Cast & Crew,,
The Stranger Within (2013),Released,English,1h 30m,"$800,000.00",-,William Baldwin,Estella Warren,Sarah Butler,Katia Winter,Kim Bodnia,Jeffrey Pierce,Full Cast & Crew
Ocean Heaven (2010),Released,Mandarin,1h 36m,"$1,000,000.00",-,Jet Li,Wen Zhang,Kwai Lun-Mei,Zhu Yuan-Yuan,Gao Yuanyuan,Dong Yong,Full Cast & Crew
23 Blast (2014),Released,English,1h 38m,-,-,Mark Hapka,Bram Hoover,Stephen Lang,Max Adler,Alexa PenaVega,Dylan Baker,Full Cast & Crew
Urotsukidoji I: Legend of the Overfiend (1989),Released,Japanese,1h 48m,-,-,Christopher Courage,Rebel Joy,Bill Timoney,Lucy Morales,Rose Palmer,Bick Balse,Full Cast & Crew
Bad News Bears (2005),Released,English,1h 53m,"$30,000,000.00","$34,252,847.00",Billy Bob Thornton,Ken Medlock,Aman Johal,Greg Kinnear,Marcia Gay Harden,Sammi Kane Kraft,Full Cast & Crew
Weddings and Other Disasters (2010),Released,Italian,-,-,-,Marisa Berenson,Mehmet GÌ_nsÌ_r,Francesca Inaudi,Fabio Volo,Luciana Littizzetto,Margherita Buy,Full Cast & Crew
Riverworld (2003),Released,English,1h 26m,-,-,Brad Johnson,Karen Holness,Kevin Smith,Cameron Daddo,Jonathan Cake,Emily Lloyd,Full Cast & Crew
"Truth or Consequences, N.M. (1997)",Released,English,1h 46m,-,-,Vincent Gallo,Kiefer Sutherland,Max Perlich,Rod Steiger,John C. McGinley,Martin Sheen,Full Cast & Crew
The Honeymooners (2005),Released,English,1h 30m,"$27,000,000.00",-,Cedric the Entertainer,Mike Epps,Gabrielle Union,Regina Hall,Eric Stoltz,John Leguizamo,Full Cast & Crew
Antidote (2014),Released,German,-,-,-,Tolga Akdo€Ùan,Ali AksÌ_z,CÌ_neyt Arkin,At€±f Emir Benderlio€Ùlu,Emin Boztepe,Levent Can,Full Cast & Crew
A Tale of Legendary Libido (2008),Released,English,2h 0m,-,-,Bong Tae-gyu,Kim Ye-Won,Oh Dal-Su,Yoon Yeo-Jeong,Jeon Soo-kyung,ByeongGil Gweon,Full Cast & Crew
Digging Up the Marrow (2015),Released,English,1h 38m,-,-,Ray Wise,Adam Green,Kane Hodder,Mick Garris,Rileah Vanderbilt,Josh Ethier,Full Cast & Crew
12 Angry Men (1997),Released,English,1h 57m,-,-,Courtney B. Vance,Ossie Davis,George C. Scott,Armin Mueller-Stahl,Dorian Harewood,James Gandolfini,Full Cast & Crew
Chakde! India (2007),Released,Hindi,2h 33m,-,"$19,300,000.00",Shah Rukh Khan,Anaitha Nair,Tanya Abrol,Shilpa Shukla,Arya Menon,Shubhi Mehta,Full Cast & Crew
The Dirty Mind of Young Sally (1973),Released,English,1h 35m,-,-,George Buck Flower,Angela Carnon,Colleen Brennan,Jacqueline Giroux,Norman Fields,James Mathers,Full Cast & Crew
"Bang, Boom, Bang (1999)",Released,German,1h 50m,"$2,888,030.00",-,Oliver Korittke,Markus KnÌ_fken,Ralf Richter,Diether Krebs,Martin Semmelrogge,Alexandra Neldel,Full Cast & Crew
Blue Exorcist: The Movie (2012),Released,Japanese,1h 28m,-,-,Jun Fukuyama,Kana Hanazawa,Kazuya Nakai,Koji Yusa,YÅÇki Kaji,Eri Kitamura,Full Cast & Crew
The Guard Post (2008),Released,English,2h 1m,-,-,Young-hoon Lee,Jeong-heon Lee,Cheon Ho-Jin,Park Won-sang,Cho Jin-woong,Kim Byung-Chul,Full Cast & Crew
Without Fail (2014),Released,French,1h 31m,-,-,Laurence ArnÌ©,Eric Elmosnino,ValÌ©rie Bonneton,Julia Faure,Didier Bezace,FranÌ_ois Morel,Full Cast & Crew
This Happy Breed (1944),Released,English,1h 55m,-,-,Robert Newton,Celia Johnson,Amy Veness,Alison Leggatt,Stanley Holloway,John Mills,Full Cast & Crew
To Kill a King (2003),Released,English,1h 42m,-,-,Tim Roth,Dougray Scott,Olivia Williams,James Bolam,Full Cast & Crew,,
Frequencies (2013),Released,English,1h 45m,-,-,Daniel Fraser,Eleanor Wyld,Owen Pugh,David Broughton-Davies,Emma Powell,David Barnaby,Full Cast & Crew
My Sisters Kids & the Gold Diggers (2015),Released,Danish,1h 30m,-,-,Bo Svenson,LÌ_rke Winther Andersen,Nils Hognestad,Ole Dupont,Signe Skov,Rasmus Botoft,Full Cast & Crew
I Am Steve McQueen (2014),Released,English,1h 30m,-,-,Robert Downey Jr.,Steve McQueen,Molly McQueen,ZoÌÇ Bell,Pierce Brosnan,Ali MacGraw,Full Cast & Crew
Teachers (1984),Released,English,1h 47m,-,-,Nick Nolte,JoBeth Williams,Judd Hirsch,Ralph Macchio,Allen Garfield,Lee Grant,Full Cast & Crew
Diner (1982),Released,English,1h 50m,-,-,Steve Guttenberg,Daniel Stern,Mickey Rourke,Kevin Bacon,Tim Daly,Ellen Barkin,Full Cast & Crew
Winchester '73 (1950),Released,English,1h 32m,-,-,James Stewart,Shelley Winters,Dan Duryea,Stephen McNally,Millard Mitchell,Charles Drake,Full Cast & Crew
The Girlfriend Experience (2009),Released,English,1h 17m,"$1,700,000.00","$1,007,962.00",Sasha Grey,Chris Santos,Peter Zizzo,Timothy J. Cox,Timothy Davis,Jeff Grossman,Full Cast & Crew
"Nana, the True Key of Pleasure (1983)",Released,English,1h 32m,-,-,Katya Berger,Jean-Pierre Aumont,Yehuda Efroni,Yehuda Efroni,Massimo Serato,Debra Berger,Full Cast & Crew
For the Boys (1991),Released,English,2h 18m,"$40,000,000.00","$23,202,444.00",Bette Midler,James Caan,George Segal,Bud Yorkin,Arye Gross,Melissa Manchester,Full Cast & Crew
Night Train (2009),Released,English,1h 27m,-,-,Danny Glover,Steve Zahn,Leelee Sobieski,Matthias SchweighÌ_fer,Togo Igawa,Geoff Bell,Full Cast & Crew
Chasing Great (2016),Post Production,English,-,-,-,Richie McCaw,Full Cast & Crew,,,,,
Hellraiser: Revelations (2011),Released,English,1h 15m,"$350,000.00",-,Steven Brand,Jolene Andersen,Nick Eversman,Jay Gillespie,Stephan Smith Collins,Sanny van Heteren,Full Cast & Crew
Valley Uprising (2014),Released,English,1h 39m,-,-,Peter Sarsgaard,Alex Honnold,Royal Robbins,Lynn Hill,Dean Potter,Jim Bridwell,Full Cast & Crew
Room 237 (2012),Released,English,1h 42m,-,-,Bill Blakemore,Geoffrey Cocks,Juli Kearns,John Fell Ryan,Jay Weidner,Full Cast & Crew,
"Doraemon: The New Record of Nobita, Spaceblazer (2009)",Released,Japanese,-,-,-,Wasabi Mizuta,Yumi Kakazu,Tomokazu Seki,Karina,Subaru Kimura,Megumi Oohara,Full Cast & Crew
Goodnight for Justice (2011),Released,English,1h 28m,-,-,Luke Perry,Lara Gilchrist,Melanie Papalia,Ron Lea,Adrian Hough,Tom Butler,Full Cast & Crew
L'Eclisse (1962),Released,Italian,2h 6m,-,-,Alain Delon,Monica Vitti,Francisco Rabal,Lilla Brignone,Rossana Rory,Louis Seigner,Full Cast & Crew
Comedy Central Roast of Justin Bieber (2015),Released,English,1h 25m,-,-,Kevin Hart,Justin Bieber,Will Ferrell,Chris D'Elia,Natasha Leggero,Snoop Dogg,Full Cast & Crew
Firebreather (2010),Released,English,1h 30m,-,-,Dana Delany,Jesse Head,Dante Basco,Grey Griffin,Reed Diamond,Billy Evans,Full Cast & Crew
Ernest Goes to Camp (1987),Released,English,1h 32m,"$3,000,000.00","$23,509,382.00",Jim Varney,Victoria Racimo,John Vernon,Gailard Sartain,Daniel Butler,Lyle Alzado,Full Cast & Crew
Lion (2016),Released,English,2h 9m,-,-,Dev Patel,Rooney Mara,Nicole Kidman,Nawazuddin Siddiqui,Tannishtha Chatterjee,David Wenham,Full Cast & Crew
The Little Princess (1939),Released,English,1h 33m,-,-,Shirley Temple,Richard Greene,Anita Louise,Ian Hunter,Arthur Treacher,Mary Nash,Full Cast & Crew
Sakuran (2007),Released,Japanese,1h 51m,-,-,Anna Tsuchiya,Kippei ShÌ¨na,Kimura Yoshino,Hiroki Narimiya,Miho Kanno,Masatoshi Nagase,Full Cast & Crew
ÌàekmekÌ_y Underground (2015),Released,Turkish,-,-,-,Can Sipahi,Kerem Can,Bar€±ÅÙ GÌ_nenen,GÌ_zde Kocao€Ùlu,Full Cast & Crew,,
The Vikings (1958),Released,English,1h 51m,-,-,Kirk Douglas,Tony Curtis,Ernest Borgnine,Janet Leigh,Orson Welles,Full Cast & Crew,
Evilution (2008),Released,English,1h 26m,-,-,Eric Peter-Kaiser,Sandra RamÌ_rez,Tim Colceri,Noel Gugliemi,Guillermo DÌ_az,James Duval,Full Cast & Crew
Maurice (1987),Released,English,2h 14m,-,-,James Wilby,Hugh Grant,Rupert Graves,Denholm Elliott,Simon Callow,Billie Whitelaw,Full Cast & Crew
Jack & Sarah (1995),Released,English,1h 50m,-,"$218,626.00",Richard E. Grant,Samantha Mathis,Judi Dench,Eileen Atkins,Cherie Lunghi,Imogen Stubbs,Full Cast & Crew
Social Nightmare (2013),Released,English,1h 31m,-,-,Daryl Hannah,Kirsten Prout,Chloe Bridges,Brandon Smith,Brittania Carraway,Tim Russ,Full Cast & Crew
Man of the West (1958),Released,English,1h 40m,-,-,Gary Cooper,Julie London,Lee J. Cobb,Arthur O'Connell,Jack Lord,John Dehner,Full Cast & Crew
Truly Madly Deeply (1990),Released,English,1h 46m,-,-,Juliet Stevenson,Alan Rickman,Michael Maloney,Bill Paterson,Christopher Rozycki,David Ryall,Full Cast & Crew
